section,hscode,description,parent,level
IV,210112,"Preparations with a basis of extracts, essences or concentrates or with a basis of coffee",2101,6
IV,210120,"Extracts, essences and concentrates; of tea or mate, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or mate",2101,6
IV,210130,"Chicory, roasted and other roasted coffee substitutes; extracts, essences and concentrates thereof",2101,6
IV,2102,"Yeasts (active or inactive); other single-cell micro-organisms, dead (but not including vaccines of heading no. 3002); prepared baking powders",21,4
IV,210210,Yeasts; active,2102,6
IV,210220,"Yeasts; inactive, other single-cell micro-organisms, dead",2102,6
IV,210230,Baking powders; prepared,2102,6
IV,2103,"Sauces and preparations therefor; mixed condiments and mixed seasonings, mustard flour and meal and prepared mustard",21,4
IV,210310,Sauces; soya,2103,6
IV,210320,Sauces; tomato ketchup and other tomato sauces,2103,6
IV,210330,Mustard flour and meal and prepared mustard,2103,6
IV,210390,Sauces and preparations therefor; mixed condiments and mixed seasonings,2103,6
IV,2104,Soups and broths and preparations therefor; homogenised composite food preparations,21,4
IV,210410,Soups and broths and preparations therefor,2104,6
IV,210420,Homogenised composite food preparations,2104,6
IV,2105,Ice cream and other edible ice; whether or not containing cocoa,21,4
IV,210500,Ice cream and other edible ice; whether or not containing cocoa,2105,6
IV,2106,Food preparations not elsewhere specified or included,21,4
IV,210610,Protein; concentrates and textured protein substances,2106,6
IV,210690,Food preparations; n.e.c. in item no. 2106.10,2106,6
IV,22,"Beverages, spirits and vinegar",TOTAL,2
IV,2201,"Waters, including natural or artificial mineral waters and aerated waters, not containing added sugar or other sweetening matter nor flavoured; ice and snow",22,4
IV,220110,"Waters; mineral and aerated, including natural or artificial, (not containing added sugar or other sweetening matter nor flavoured)",2201,6
IV,220190,"Waters; other than mineral and aerated, (not containing added sugar or other sweetening matter nor flavoured), ice and snow",2201,6
IV,2202,"Waters, including mineral and aerated waters, containing added sugar or sweetening matter, flavoured; other non-alcoholic beverages, not including fruit, nut or vegetable juices of heading no. 2009",22,4
IV,220210,"Waters; including mineral and aerated, containing added sugar or other sweetening matter or flavoured",2202,6
IV,220291,Non-alcoholic beverages; non-alcoholic beer,2202,6
IV,220299,"Non-alcoholic beverages; other than non-alcoholic beer, n.e.c. in item no. 2202.10, not including fruit, nut or vegetable juices of heading no. 2009",2202,6
IV,2203,Beer made from malt,22,4
IV,220300,Beer; made from malt,2203,6
IV,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",22,4
IV,220410,Wine; sparkling,2204,6
IV,220421,"Wine; still, in containers holding 2 litres or less",2204,6
IV,220422,"Wine; still, in containers holding more than 2 litres but not more than 10 litres",2204,6
IV,220429,"Wine; still, in containers holding more than 10 litres",2204,6
IV,220430,"Grape must; n.e.c. in heading no. 2009, n.e.c. in item no. 2204.2",2204,6
IV,2205,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances",22,4
IV,220510,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers holding 2 litres or less",2205,6
IV,220590,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers holding more than 2 litres",2205,6
IV,2206,"Fermented beverages, n.e.c. in chapter 22; (e.g. cider, perry, mead, sake)",22,4
IV,220600,"Beverages, fermented; (e.g. cider, perry, mead, sake)",2206,6
IV,2207,"Ethyl alcohol, undenatured; of an alcoholic strength by volume of 80% vol. or higher; ethyl alcohol and other spirits, denatured, of any strength",22,4
IV,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,2207,6
IV,220720,"Ethyl alcohol and other spirits; denatured, of any strength",2207,6
IV,2208,"Ethyl alcohol, undenatured; of an alcoholic strength by volume of less than 80% volume; spirits, liqueurs and other spirituous beverages",22,4
IV,220820,Spirits obtained by distilling grape wine or grape marc,2208,6
IV,220830,Whiskies,2208,6
IV,220840,Rum and other spirits obtained by distilling fermented sugar-cane products,2208,6
IV,220850,Gin and geneva,2208,6
IV,220860,Vodka,2208,6
IV,220870,Liqueurs and cordials,2208,6
IV,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",2208,6
IV,2209,Vinegar and substitutes for vinegar obtained from acetic acid,22,4
IV,220900,Vinegar and substitutes for vinegar; obtained from acetic acid,2209,6
IV,23,"Food industries, residues and wastes thereof; prepared animal fodder",TOTAL,2
IV,2301,"Flours, meal and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other aquatic invertebrates, unfit for human consumption; greaves",23,4
IV,230110,"Flours, meals and pellets; of meat or meat offal, greaves",2301,6
IV,230120,"Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates",2301,6
IV,2302,"Bran, sharps and other residues; whether or not in the form of pellets derived from the sifting, milling or other working of cereals or of leguminous plants",23,4
IV,230210,"Bran, sharps and other residues; of maize (corn), whether or not in the form of pellets, derived from the sifting, milling or other workings thereof",2302,6
IV,230230,"Bran, sharps and other residues; of wheat, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof",2302,6
IV,230240,"Bran, sharps and other residues; of other cereals, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof",2302,6
IV,230250,"Bran, sharps and other residues; of leguminous plants, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof",2302,6
IV,2303,"Residues of starch manufacture, similar residues; beet-pulp, bagasse and other waste of sugar manufacture, brewing or distilling dregs and waste, whether or not in the form of pellets",23,4
IV,230310,Residues of starch manufacture and similar residues; whether or not in the form of pellets,2303,6
IV,230320,"Beet-pulp, bagasse and other waste of sugar manufacture; whether or not in the form of pellets",2303,6
IV,230330,Brewing or distilling dregs and waste; whether or not in the form of pellets,2303,6
IV,2304,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of soya-bean oil",23,4
IV,230400,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of soya-bean oil",2304,6
IV,2305,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of ground-nut oil",23,4
IV,230500,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of ground-nut oil",2305,6
IV,2306,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of vegetable or microbial fats or oils, other than those of heading no. 2304 or 2305",23,4
IV,230610,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of cotton seed oils",2306,6
IV,230620,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of linseed oils",2306,6
IV,230630,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of sunflower seed oils",2306,6
IV,230641,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of low erucic acid rape or colza seed oils",2306,6
IV,230649,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of rape seed oils (other than low erucic acid rape or colza)",2306,6
IV,230650,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of coconut or copra seed oils",2306,6
IV,230660,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of palm nuts or kernels oils",2306,6
IV,230690,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of oils, n.e.c. in heading no. 2306",2306,6
IV,2307,Wine lees; argol,23,4
IV,230700,Wine lees; argol,2307,6
IV,2308,"Vegetable materials and vegetable waste, vegetable residues and bi-products; whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included",23,4
IV,230800,"Vegetable materials and vegetable waste, vegetable residues and by-products; whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included",2308,6
IV,2309,Preparations of a kind used in animal feeding,23,4
IV,230910,"Dog or cat food; put up for retail sale, used in animal feeding",2309,6
IV,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",2309,6
IV,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",TOTAL,2
IV,2401,"Tobacco, unmanufactured; tobacco refuse",24,4
IV,240110,"Tobacco, (not stemmed or stripped)",2401,6
IV,240120,Tobacco; partly or wholly stemmed or stripped,2401,6
IV,240130,Tobacco refuse,2401,6
IV,2402,"Cigars, cheroots, cigarillos and cigarettes; of tobacco or of tobacco substitutes",24,4
IV,240210,"Cigars, cheroots and cigarillos; containing tobacco including the weight of every band, wrapper or attachment thereto",2402,6
IV,240220,Cigarettes; containing tobacco,2402,6
IV,240290,"Cigars, cigarillos and cheroots; containing tobacco substitutes including the weight of every band, wrapper or attachment thereto",2402,6
IV,2403,Manufactured tobacco and manufactured tobacco substitutes n.e.c; homogenised or reconstituted tobacco; tobacco extracts and essences,24,4
IV,240311,"Tobacco; smoking, water pipe tobacco as specified in Subheading Note 1 to this Chapter, whether or not containing tobacco substitutes in any proportion",2403,6
IV,240319,"Tobacco; smoking, other than water pipe tobacco, whether or not containing tobacco substitutes in any proportion",2403,6
IV,240391,Tobacco; homogenised or reconstituted,2403,6
IV,240399,Tobacco; other than homogenised or reconstituted or smoking,2403,6
IV,2404,"Products containing tobacco, reconstituted tobacco, nicotine, or tobacco or nicotine substitutes, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",24,4
IV,240411,"Products containing tobacco or reconstituted tobacco, intended for inhalation without combustion",2404,6
IV,240412,"Products containing nicotine, other than tobacco or reconstituted tobacco, intended for inhalation without combustion",2404,6
IV,240419,"Products containing tobacco or nicotine substitutes, intended for inhalation without combustion",2404,6
IV,240491,"Products n.e.c. in heading 2404, intended for the intake of nicotine into the human body, for oral application",2404,6
IV,240492,"Products n.e.c. in heading 2404, intended for the intake of nicotine into the human body, for transdermal application",2404,6
IV,240499,"Products n.e.c. in heading 2404, intended for the intake of nicotine into the human body, by ways other than inhalation, and other than oral or transdermal application",2404,6
V,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",TOTAL,2
V,2501,Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water,25,4
V,250100,Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water,2501,6
V,2502,Iron pyrites; unroasted,25,4
V,250200,Iron pyrites; unroasted,2502,6
V,2503,"Sulphur of all kinds; other than sublimed, precipitated and colloidal sulphur",25,4
V,250300,"Sulphur of all kinds; other than sublimed, precipitated and colloidal sulphur",2503,6
V,2504,Graphite; natural,25,4
V,250410,"Graphite; natural, in powder or in flakes",2504,6
V,250490,"Graphite; natural, in other forms, excluding powder or flakes",2504,6
V,2505,"Sands of all kinds; natural, whether or not coloured, other than metal-bearing sands of chapter 26",25,4
V,250510,"Sands; natural, silica and quartz sands, whether or not coloured",2505,6
V,250590,"Sands; natural, (other than silica and quartz sands), whether or not coloured, (other than metal-bearing sands of chapter 26)",2505,6
V,2506,"Quartz; (other than natural sands), quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",25,4
V,250610,Quartz; other than natural sands,2506,6
V,250620,"Quartzite; whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",2506,6
V,2507,Kaolin and other kaolinic clays; whether or not calcined,25,4
V,250700,Kaolin and other kaolinic clays; whether or not calcined,2507,6
V,2508,"Clays; (not including expanded clays of heading no. 6806), andalusite kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earth",25,4
V,250810,"Clays (excluding expanded clays of heading no. 6806); bentonite, whether or not calcined",2508,6
V,250830,"Clays (excluding expanded clays of heading no. 6806); fireclay, whether or not calcined",2508,6
V,250840,"Clays (excluding expanded clays of heading no. 6806); n.e.c. in heading no. 2508, whether or not calcined",2508,6
V,250850,"Clays (excluding expanded clays of heading no. 6806); andalusite, kyanite and sillimanite, whether or not calcined",2508,6
V,250860,Clays (excluding expanded clays of heading no. 6806); mullite,2508,6
V,250870,Clays (excluding expanded clays of heading no. 6806); chamotte or dinas earths,2508,6
V,2509,Chalk,25,4
V,250900,Chalk,2509,6
V,2510,Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk,25,4
V,251010,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk; unground",2510,6
V,251020,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk; ground",2510,6
V,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",25,4
V,251110,Barium sulphate (barytes); natural,2511,6
V,251120,"Barium carbonate (witherite); natural, whether or not calcined, other than barium oxide of heading no. 2816",2511,6
V,2512,"Siliceous fossil meals (e.g. kieselguhr, tripolite and diatomite) and similar siliceous earths; whether or not calcined, of an apparent specific gravity of 1 or less",25,4
V,251200,"Siliceous fossil meals (e.g. kieselguhr, tripolite and diatomite) and similar siliceous earths; whether or not calcined, of an apparent specific gravity of 1 or less",2512,6
V,2513,"Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether or not heat treated",25,4
V,251310,"Pumice stone, whether or not heat treated",2513,6
V,251320,"Emery, natural corundum, natural garnet and other natural abrasives, whether or not heat-treated",2513,6
V,2514,"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",25,4
V,251400,"Slate; whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",2514,6
V,2515,"Marble, travertine, ecaussine and other calcareous stone; of an apparent specific gravity of less than 2.5, alabaster, whether cut by sawing etc, into blocks, slabs of a rectangular (square) shape",25,4
V,251511,"Marble and travertine; having a specific gravity of 2.5 or more, crude or roughly trimmed by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",2515,6
V,251512,"Marble and travertine; merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape, having a specific gravity of 2.5 or more",2515,6
V,251520,"Ecaussine and other calcareous monumental or building stone; alabaster, having a specific gravity of 2.5 or more",2515,6
V,2516,"Granite, porphyry, basalt, sandstone, other monumental and building stone, whether or not roughly trimmed, cut, by sawing etc, into blocks or slabs of a rectangular (including square) shape",25,4
V,251611,Granite; crude or roughly trimmed,2516,6
V,251612,"Granite; merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",2516,6
V,251620,"Sandstone;. whether or not roughly trimmed, cut, by sawing etc, into blocks or slabs of a rectangular (including square) shape",2516,6
V,251690,"Monumental or building stone; n.e.c. in heading no. 2516, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",2516,6
V,2517,"Pebbles, gravel, crushed stone for concrete aggregates for road or railway ballast, shingle or flint; macadam of slag, dross etc tarred granules, chippings, powder of stones of heading no. 2515 and 2516",25,4
V,251710,"Pebbles, gravel, broken or crushed stone; of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated",2517,6
V,251720,"Macadam of slag, dross or similar industrial waste; whether or not incorporating the materials in Tariff item 2517.10.00",2517,6
V,251730,Tarred macadam,2517,6
V,251741,"Stones; of marble, in granules, chippings and powder, whether or not heat-treated",2517,6
V,251749,"Stones; of heading no. 2515 or 2516 (excluding marble), in granules, chippings and powder, whether or not heat-treated",2517,6
V,2518,"Dolomite, whether or not calcined or sintered, including dolomite roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",25,4
V,251810,"Dolomite, not calcined or sintered; including dolomite roughly trimmed, or merely cut by sawing or otherwise into blocks or slabs of rectangular (including square) shape",2518,6
V,251820,"Dolomite, calcined or sintered; including dolomite roughly trimmed, or merely cut by sawing or otherwise into blocks or slabs of rectangular (including square) shape",2518,6
V,2519,"Natural magnesium carbonate (magnesite); fused magnesia; dead-burned (sintered) magnesia, whether or not containing small quantities of other oxides added before sintering; magnesium oxide, pure or not",25,4
V,251910,Magnesium carbonate (magnesite); natural,2519,6
V,251990,"Magnesia, fused or dead-burned (sintered); whether or not containing small quantities of other oxides added before sintering, other magnesium oxide, whether or not pure, (not natural magnesium carbonate)",2519,6
V,2520,"Gypsum; anhydrite; plasters (consisting of calcined gypsum or calcium sulphate), coloured or not, with or without small quantities of accelerators or retarders",25,4
V,252010,Gypsum; anhydrite,2520,6
V,252020,"Plasters; (consisting of calcined gypsum or calcium sulphate), whether or not coloured, with or without small quantities of accelerators or retarders",2520,6
V,2521,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement",25,4
V,252100,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement",2521,6
V,2522,"Quicklime, slaked lime and hydraulic lime; other than calcium oxide and hydroxide of heading no. 2825",25,4
V,252210,Quicklime; excluding calcium oxide and hydroxide of heading no. 2825,2522,6
V,252220,Slaked lime; excluding calcium oxide and hydroxide of heading no. 2825,2522,6
V,252230,Hydraulic lime; excluding calcium oxide and hydroxide of heading no. 2825,2522,6
V,2523,"Portland cement, aluminous cement (ciment fondu), slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers",25,4
V,252310,Cement clinkers (whether or not coloured),2523,6
V,252321,"Cement; portland, white, whether or not artificially coloured",2523,6
V,252329,"Cement; portland, other than white, whether or not artificially coloured",2523,6
V,252330,"Cement; aluminous (ciment fondu), whether or not coloured or in the form of clinkers",2523,6
V,252390,Cement; hydraulic kinds n.e.c. in heading no. 2523,2523,6
V,2524,Asbestos,25,4
V,252410,Asbestos; crocidolite (blue asbestos),2524,6
V,252490,Asbestos; other than crocidolite (blue asbestos),2524,6
V,2525,"Mica, including splittings; mica waste",25,4
V,252510,Mica; crude and rifted into sheets or splittings,2525,6
V,252520,Mica; powder,2525,6
V,252530,Mica; waste,2525,6
V,2526,"Natural steatite; whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; talc",25,4
V,252610,"Steatite; natural, (not crushed or powdered), whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; talc",2526,6
V,252620,"Steatite; natural, crushed, powdered, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; talc",2526,6
V,2528,"Natural borates and concentrates thereof (whether or not calcined), but not including borates separated from natural brine; natural boric acid containing not more than 85 % of H3BO3 calculated on the dry weight",25,4
V,252800,"Natural borates and concentrates thereof (whether or not calcined), but not including borates separated from natural brine; natural boric acid containing not more than 85 % of H3BO3 calculated on the dry weight",2528,6
V,2529,Feldspar; leucite; nepheline and nepheline syenite; fluorspar,25,4
V,252910,Feldspar,2529,6
V,252921,Fluorspar; containing by weight 97% or less of calcium fluoride,2529,6
V,252922,Fluorspar; containing by weight more than 97% of calcium fluoride,2529,6
V,252930,Leucite; nepheline and nepheline syenite,2529,6
V,2530,Mineral substances not elsewhere specified or included,25,4
V,253010,"Vermiculite, perlite and chlorites; unexpanded",2530,6
V,253020,"Kieserite, epsomite (natural magnesium sulphates)",2530,6
V,253090,Mineral substances; n.e.c. in chapter 25,2530,6
V,26,"Ores, slag and ash",TOTAL,2
V,2601,Iron ores and concentrates; including roasted iron pyrites,26,4
V,260111,Iron ores and concentrates; non-agglomerated,2601,6
V,260112,Iron ores and concentrates; agglomerated (excluding roasted iron pyrites),2601,6
V,260120,Iron pyrites; roasted,2601,6
V,2602,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",26,4
V,260200,"Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight",2602,6
V,2603,Copper ores and concentrates,26,4
V,260300,Copper ores and concentrates,2603,6
V,2604,Nickel ores and concentrates,26,4
V,260400,Nickel ores and concentrates,2604,6
V,2605,Cobalt ores and concentrates,26,4
V,260500,Cobalt ores and concentrates,2605,6
V,2606,Aluminium ores and concentrates,26,4
V,260600,Aluminium ores and concentrates,2606,6
V,2607,Lead ores and concentrates,26,4
V,260700,Lead ores and concentrates,2607,6
V,2608,Zinc ores and concentrates,26,4
V,260800,Zinc ores and concentrates,2608,6
V,2609,Tin ores and concentrates,26,4
V,260900,Tin ores and concentrates,2609,6
V,2610,Chromium ores and concentrates,26,4
V,261000,Chromium ores and concentrates,2610,6
V,2611,Tungsten ores and concentrates,26,4
V,261100,Tungsten ores and concentrates,2611,6
V,2612,Uranium or thorium ores and concentrates,26,4
V,261210,Uranium ores and concentrates,2612,6
V,261220,Thorium ores and concentrates,2612,6
V,2613,Molybdenum ores and concentrates,26,4
V,261310,Molybdenum ores and concentrates; roasted,2613,6
V,261390,Molybdenum ores and concentrates; other than roasted,2613,6
V,2614,Titanium ores and concentrates,26,4
V,261400,Titanium ores and concentrates,2614,6
V,2615,"Niobium, tantalum, vanadium or zirconium ores and concentrates",26,4
V,261510,Zirconium ores and concentrates,2615,6
V,261590,"Niobium, tantalum, vanadium ores and concentrates",2615,6
V,2616,Precious metal ores and concentrates,26,4
V,261610,Silver ores and concentrates,2616,6
V,261690,Precious metal ores and concentrates; (excluding silver),2616,6
V,2617,Ores and concentrates; n.e.c. in heading no. 2601,26,4
V,261710,Antimony ores and concentrates,2617,6
V,261790,Ores and concentrates n.e.c. in chapter 26; other than antimony,2617,6
V,2618,Granulated slag (slag sand) from the manufacture of iron or steel,26,4
V,261800,"Slag, granulated (slag sand); from the manufacture or iron or steel",2618,6
V,2619,"Slag, dross; (other than granulated slag), scalings and other waste from the manufacture of iron or steel",26,4
V,261900,"Slag, dross; (other than granulated slag), scalings and other waste from the manufacture of iron or steel",2619,6
V,2620,"Slag, ash and residues; (not from the manufacture of iron or steel) containing metals, arsenic or their compounds",26,4
V,262011,"Slag, ash and residues; (not from the manufacture of iron or steel), containing mainly zinc, hard zinc spelter",2620,6
V,262019,"Slag, ash and residues; (not from the manufacture of iron or steel), containing mainly zinc, other than hard zinc spelter",2620,6
V,262021,"Slag, ash and residues; (not from the manufacture of iron or steel), containing mainly lead; leaded gasoline sludges and leaded anti-knock compound sludges",2620,6
V,262029,"Slag, ash and residues; (not from the manufacture of iron or steel), containing mainly lead; excluding leaded gasoline sludges and leaded anti-knock compound sludges",2620,6
V,262030,"Slag, ash and residues; (not from the manufacture of iron or steel), containing mainly copper",2620,6
V,262040,"Slag, ash and residues; (not from the manufacture of iron or steel), containing mainly aluminium",2620,6
V,262060,"Slag, ash and residues; (not from the manufacture of iron or steel), containing arsenic, mercury, thallium or their mixtures, of a kind used for the extraction of arsenic or those metals or for the manufacture of their chemical compounds",2620,6
V,262091,"Slag, ash and residues; (not from the manufacture of iron or steel), containing antimony, beryllium, cadmium, chromium or their mixtures",2620,6
V,262099,"Slag, ash and residues; (not from the manufacture of iron or steel), containing mainly metals or their compounds, n.e.c. in heading no. 2620",2620,6
V,2621,Slag and ash n.e.c. in chapter 26; including seaweed ash (kelp) and ash and residues from the incineration of municipal waste,26,4
V,262110,Slag and ash; ash and residues from the incineration of municipal waste,2621,6
V,262190,Slag and ash n.e.c. in chapter 26; including seaweed ash (kelp) but excluding ash and residues from the incineration of municipal waste,2621,6
V,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",TOTAL,2
V,2701,"Coal; briquettes, ovoids and similar solid fuels manufactured from coal",27,4
V,270111,"Coal; anthracite, whether or not pulverised, but not agglomerated",2701,6
V,270112,"Coal; bituminous, whether or not pulverised, but not agglomerated",2701,6
V,270119,"Coal; (other than anthracite and bituminous), whether or not pulverised but not agglomerated",2701,6
V,270120,"Briquettes, ovoids and similar solid fuels; manufactured from coal",2701,6
V,2702,"Lignite; whether or not agglomerated, excluding jet",27,4
V,270210,"Lignite; whether or not pulverised, but not agglomerated, excluding jet",2702,6
V,270220,"Lignite; agglomerated, excluding jet",2702,6
V,2703,"Peat; (including peat litter), whether or not agglomerated",27,4
V,270300,"Peat; (including peat litter), whether or not agglomerated",2703,6
V,2704,"Coke and semi-coke; of coal, lignite or peat, whether or not agglomerated; retort carbon",27,4
V,270400,"Coke and semi-coke; of coal, lignite or peat, whether or not agglomerated; retort carbon",2704,6
V,2705,"Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons",27,4
V,270500,"Gases; coal, water, producer and similar gases (excluding petroleum and other gaseous hydrocarbons)",2705,6
V,2706,"Tar distilled from coal, from lignite, peat and other mineral tars, whether or not dehydrated or partially distilled; including reconstituted tars",27,4
V,270600,"Tar; distilled from coal, lignite or peat, and other mineral tars, whether or not dehydrated or partially distilled, including reconstituted tars",2706,6
V,2707,Oils and other products of the distillation of high temperature coal tar; similar products in which the weight of the aromatic constituents exceeds that of the non-aromatic constituents,27,4
V,270710,Oils and products of the distillation of high temperature coal tar; benzol (benzene),2707,6
V,270720,Oils and products of the distillation of high temperature coal tar; toluol (toluene),2707,6
V,270730,Oils and products of the distillation of high temperature coal tar; xylol (xylenes),2707,6
V,270740,Oils and products of the distillation of high temperature coal tar; naphthalene,2707,6
V,270750,"Aromatic hydrocarbon mixtures; n.e.c. in heading no. 2707, of which 65% or more by volume (including losses) distils at 250 degrees Celsius by the ISO 3405 method (equivalent to the ASTM D 86 method)",2707,6
V,270791,Oils and other products of the distillation of high temperature coal tar; creosote oils,2707,6
V,270799,Oils and other products of the distillation of high temperature coal tar; n.e.c. in heading no. 2707,2707,6
V,2708,Pitch and pitch coke; obtained from coal tar or from other mineral tars,27,4
V,270810,Pitch; obtained from coal tar or from other mineral tars,2708,6
V,270820,Pitch coke; obtained from coal tar or from other mineral tars,2708,6
V,2709,Petroleum oils and oils obtained from bituminous minerals; crude,27,4
V,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",2709,6
V,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",27,4
V,271012,"Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; light oils and preparations",2710,6
V,271019,"Petroleum oils and oils from bituminous minerals, not containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; not light oils and preparations",2710,6
V,271020,"Petroleum oils and oils from bituminous minerals, containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals",2710,6
V,271091,"Waste Oils; of petroleum or obtained from bituminous minerals, not crude; and preparations n.e.c., weight 70% or preparations of the same, containing polychlorinated biphenyls (PCBs), polychorinated terphenyls (PCTs) or polybrominated biphenyls (PBBs)",2710,6
V,271099,"Waste Oils; of petroleum or obtained from bituminous minerals, not crude and preparations n.e.c., weight 70% or preparations of the same, not containing polychlorinated biphenyls (PCBs), polychorinated terphenyls (PCTs) or polybrominated biphenyls (PBBs)",2710,6
V,2711,Petroleum gases and other gaseous hydrocarbons,27,4
V,271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",2711,6
V,271112,"Petroleum gases and other gaseous hydrocarbons; liquefied, propane",2711,6
V,271113,"Petroleum gases and other gaseous hydrocarbons; liquefied, butanes",2711,6
V,271114,"Petroleum gases and other gaseous hydrocarbons; liquefied, ethylene, propylene, butylene and butadiene",2711,6
V,271119,"Petroleum gases and other gaseous hydrocarbons; liquefied, n.e.c. in heading no. 2711",2711,6
V,271121,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, natural gas",2711,6
V,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",2711,6
V,2712,"Petroleum jelly; paraffin wax, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mineral waxes, similar products obtained by synthesis, other processes; coloured or not",27,4
V,271210,Petroleum jelly,2712,6
V,271220,"Paraffin wax; containing by weight less than 0.75% of oil, obtained by synthesis or by other processes, whether or not coloured",2712,6
